2604;9;9;12;12;42
6772;0;12;18;33;52
26995;0;0;0;0;11
2605;0;7;7;38;55
28065;0;0;0;0;0
26875;9;20;23;54;123
25893;0;0;0;9;9
31714;6;13;22;41;46
28445;0;0;0;0;0
11682;0;0;0;36;71
2845;0;0;0;10;10
26865;4;22;39;72;103
26868;21;21;21;89;118
26990;0;0;0;8;39
2831;0;0;3;35;77
28586;23;52;52;52;52
36808;23;51;70;159;216
28568;23;42;61;150;207
37458;23;32;32;32;32
37287;2;31;40;84;84
37280;2;31;40;94;94
36343;23;27;46;133;133
26885;0;11;19;88;189
34537;0;10;27;27;27
2750;8;8;9;9;17
37005;0;7;7;7;7
37241;0;0;0;0;0
28602;0;0;0;0;0
28854;0;0;0;0;0
31388;0;0;0;0;0
28532;0;0;0;0;0
37113;0;0;7;42;42
2851;0;0;3;4;17
31065;13;17;22;79;156
36441;0;0;0;0;39
26997;0;0;0;0;3
2533;0;0;5;14;25
2267;0;3;8;8;16
27305;0;0;0;18;49
2585;0;0;11;19;43
26989;0;0;0;10;29
27000;0;0;0;88;100
34528;0;0;0;0;0
36470;0;0;0;36;52
32944;12;26;43;67;105
24813;5;7;21;41;103
28101;0;0;0;0;0
34587;0;0;7;55;105
13372;9;10;10;10;29
34045;0;0;0;0;0
36424;2;18;18;59;110
26692;0;14;14;41;62
34588;3;11;19;62;126
36515;0;8;8;57;93
2380;0;0;0;9;9
28819;5;14;24;53;94
3017;0;6;6;6;15
37403;0;5;10;10;10
27955;0;0;0;0;0
37118;0;0;0;0;0
28061;0;0;0;0;0
28079;0;0;0;0;0
37407;0;0;0;0;0
26871;0;0;20;49;102
26988;0;0;0;0;5
23306;0;0;0;31;31
2269;0;1;1;12;21
12000;8;16;20;20;46
28399;2;4;4;25;125
26577;0;3;11;47;78
22721;0;2;7;44;112
34611;0;17;26;89;152
27002;0;0;0;12;16
36454;0;0;0;0;0
28865;25;44;51;116;164
28104;0;14;14;44;44
36425;2;7;7;7;7
20625;0;4;6;34;53
26873;0;3;3;45;120
26878;0;0;0;27;62
28063;0;0;0;0;0
28064;0;0;0;0;0
20670;0;0;0;15;15
2697;0;0;0;12;21
34585;0;0;0;25;76
34169;15;35;42;96;125
34527;0;0;0;0;0
34502;0;0;0;0;0
2864;0;0;0;72;75
28441;2;28;28;70;149
29038;8;8;18;30;72
28221;0;4;8;34;38
26869;0;0;0;10;49
2744;0;0;0;33;44
2793;0;0;16;47;84
2608;12;23;26;61;69
28407;2;19;20;59;141
34167;2;17;18;77;113
2306;0;3;9;15;33
26991;0;0;0;12;32
28273;0;0;0;0;0
36337;0;0;5;29;29
29609;0;0;0;0;0
26589;0;0;0;15;29
28147;0;0;13;102;205
34395;0;0;5;40;40
34533;0;10;21;66;164
36459;2;8;8;8;8
35628;0;6;6;15;39
9799;0;0;0;9;9
2603;0;0;0;15;33
2830;0;0;5;48;93
2532;0;0;8;24;24
2810;0;0;4;29;65
34044;0;0;0;4;14
2858;0;0;1;20;44
2867;0;0;0;30;59
28346;0;0;0;0;2
28531;23;52;61;61;61
28544;23;52;53;53;58
31390;23;52;54;72;72
33118;23;52;63;63;63
34242;23;52;60;60;60
34243;23;47;47;54;110
34187;23;43;43;43;48
28585;23;40;40;40;40
36325;18;33;38;62;62
28495;23;32;37;53;53
